os_id;country_id;url_id;browser;latency;age;gender;registered;date_id
A8_0_0   ;BH;/apis/cloud/maintenanceInformation/specifica;Safari    ;198;51+  ;M;0;1879
W7       ;FI;/apis/cloud/statusIndicators/specification  ;Safari    ;571;31-50;F;1;1879
A11      ;NP;/apis/cloud/statusIndicators/specification  ;Safari    ;634;51+  ;M;1;1879
W10      ;HR;/apis/cloud/maintenanceInformation/specifica;Safari    ;360;51+  ;F;1;1879
IOS13_2_3;RU;/sdk/mobile/myport/specification            ;Safari    ;328;18-30;M;1;1879
IOS15_7  ;IT;/apis/onSite/pGateway/specification         ;Safari    ;296;18-30;F;0;1879
A12      ;ES;/apis/cloud/liveVisualization/specification ;Safari    ;1244;18-30;F;1;1879
A12      ;CN;/apis/onSite/pGateway/specification         ;Safari    ;640;18-30;M;0;1879
W7       ;GE;/apis/cloud/statusIndicators/specification  ;Safari    ;1037;51+  ;M;1;1879
IOS8_3   ;TH;/apis/cloud/statusIndicators/specification  ;Safari    ;344;31-50;F;1;1879
IOS11_0  ;GR;/cookie-policy                              ;Safari    ;172;51+  ;F;1;1879
IOS13_2_3;NL;/apis/cloud/statusIndicators/specification  ;Safari    ;216;31-50;M;0;1879
IOS11_0  ;MT;/packages                                   ;Chrome    ;312;18-30;M;0;1880
IOS13_2_3;VN;/apis/onSite/pGateway/introduction          ;Chrome    ;473;18-30;F;0;1880
IOS15_7  ;PE;/                                           ;Chrome    ;1357;51+  ;M;1;1880
IOS14_7  ;ZW;/apis/onSite/pGateway/introduction          ;Chrome    ;496;31-50;M;0;1880
W10      ;BG;/                                           ;Chrome    ;547;18-30;M;1;1880
IOS15_2  ;IL;/apis/onSite/pGateway/deployment            ;Edge      ;569;18-30;F;0;1880
IOS15_6  ;MT;/apis/onSite/pGateway/introduction          ;Edge      ;438;31-50;M;1;1880
IOS15_7  ;NZ;/packages                                   ;Edge      ;323;31-50;F;0;1880
IOS15_7  ;DK;/                                           ;Firefox   ;563;31-50;M;0;1880
A8_1_0   ;HR;/                                           ;Firefox   ;333;18-30;M;0;1880
IOS15_2  ;BE;/                                           ;Firefox   ;442;31-50;F;0;1880
IOS11_0  ;NO;/                                           ;Firefox   ;406;18-30;F;0;1880
IOS8_3   ;EE;/apis/onSite/pGateway/specification         ;Firefox   ;564;18-30;M;0;1880
IOS13_2_3;AT;/                                           ;Opera     ;345;31-50;F;0;1880
IOS15_3  ;GE;/apis/onSite/pGateway/deployment            ;Opera     ;374;18-30;M;0;1880
W7       ;IR;/packages                                   ;Opera     ;1204;51+  ;F;1;1880
IOS14_6  ;SG;/apis/onSite/pGateway/introduction          ;Opera     ;340;31-50;M;0;1880
MI10_15  ;EE;/apis/onSite/pGateway/specification         ;Safari    ;444;18-30;F;1;1880
A9       ;EG;/apis/onSite/pGateway/specification         ;Safari    ;216;51+  ;F;1;1880
IOS13_2_3;SI;/apis/onSite/pGateway/deployment            ;Safari    ;631;18-30;M;1;1880
IOS15_3  ;MT;/apis/cloud/statusIndicators/introduction   ;Chrome    ;424;51+  ;M;0;1881
IOS11_0  ;RS;/sdk/mobile/myport/introduction             ;Chrome    ;991;18-30;F;0;1881
A11      ;NZ;/apis/cloud/liveVisualization/introduction  ;Chrome    ;466;18-30;M;0;1881
IOS15_5  ;SG;/                                           ;Chrome    ;283;18-30;M;1;1881
IOS15_2  ;GB;/apis/cloud/maintenanceInformation/introduct;Chrome    ;294;31-50;M;0;1881
IOS15_4  ;VN;/apis/onSite/pGateway/introduction          ;Chrome    ;644;51+  ;F;0;1881
IOS13_2_3;AE;/sdk/mobile/myport/introduction             ;Chrome    ;278;18-30;F;0;1881
IOS8_3   ;CZ;/apis/cloud/maintenanceInformation/specifica;Edge      ;305;31-50;M;0;1881
IOS15_3_1;FI;/                                           ;Edge      ;594;18-30;M;1;1881
IOS14_7_1;SG;/sdk/mobile/myport/introduction             ;Edge      ;573;31-50;M;1;1881
W10      ;JP;/apis/onSite/pGateway/introduction          ;Edge      ;341;18-30;M;0;1881
A13      ;IO;/apis/onSite/pGateway/specification         ;Edge      ;633;51+  ;F;1;1881
MI10_15  ;RS;/sdk/mobile/myport/specification            ;Edge      ;597;51+  ;M;1;1881
A13      ;NL;/apis/cloud/robot/introduction              ;Edge      ;390;18-30;F;1;1881
IOS16_0  ;HR;/apis/onSite/pGateway/specification         ;Edge      ;246;18-30;F;1;1881
MI10_14  ;BA;/                                           ;Firefox   ;323;31-50;F;1;1881
IOS14_6  ;BA;/apis/cloud/maintenanceInformation/introduct;Firefox   ;526;31-50;F;0;1881
A10      ;CN;/sdk/mobile/myport/usage                    ;Firefox   ;369;51+  ;M;1;1881
A9       ;EE;/apis/cloud/liveVisualization/specification ;Firefox   ;491;18-30;M;1;1881
IOS16_0  ;IR;/                                           ;Firefox   ;530;31-50;M;0;1881
IOS15_3_1;BG;/apis/onSite/pGateway/specification         ;Firefox   ;438;51+  ;M;1;1881
IOS11_0  ;AT;/sdk/mobile/myport/introduction             ;Firefox   ;365;31-50;M;0;1881
W8_1     ;CN;/apis/onSite/pGateway/specification         ;Firefox   ;959;18-30;M;1;1881
MI10_15  ;ID;/packages                                   ;Firefox   ;214;51+  ;M;1;1881
IOS14_6  ;CR;/apis/cloud/robot/introduction              ;Firefox   ;331;51+  ;F;1;1881
IOS15_7  ;ES;/apis/cloud/liveVisualization/introduction  ;Opera     ;835;18-30;M;0;1881
IOS15_6  ;FI;/apis/onSite/pGateway/specification         ;Opera     ;372;51+  ;M;1;1881
IOS15_3  ;MT;/packages                                   ;Opera     ;327;51+  ;F;0;1881
LX       ;MT;/apis/cloud/maintenanceInformation/specifica;Opera     ;622;31-50;M;0;1881
IOS14_7  ;BH;/sdk/mobile/myport/introduction             ;Safari    ;239;51+  ;F;0;1881
IOS15_4_1;VE;/apis/cloud/robot/specification             ;Safari    ;153;51+  ;M;0;1881
IOS16_0  ;PL;/apis/cloud/statusIndicators/specification  ;Safari    ;253;31-50;F;1;1881
A11      ;FR;/apis/onSite/pGateway/specification         ;Safari    ;387;18-30;F;0;1881
IOS15_4_1;GR;/apis/onSite/pGateway/specification         ;Safari    ;565;51+  ;M;1;1881
MI10_14  ;ID;/sdk/mobile/myport/introduction             ;Safari    ;278;31-50;F;1;1881
IOS16_0  ;VN;/apis/cloud/robot/introduction              ;Safari    ;237;18-30;M;1;1881
IOS15_6  ;MA;/sdk/mobile/myport/requirements             ;Safari    ;283;18-30;F;1;1881
IOS15_4  ;ZA;/sdk/mobile/myport/specification            ;Safari    ;1062;31-50;M;1;1881
IOS15_2  ;VN;/apis/onSite/pGateway/introduction          ;Safari    ;547;51+  ;M;0;1881
A10      ;VN;/apis/onSite/pGateway/specification         ;Safari    ;401;31-50;M;0;1881
LX       ;BG;/apis/onSite/pGateway/introduction          ;Safari    ;188;51+  ;F;0;1881
W8_1     ;PE;/news                                       ;Chrome    ;383;18-30;F;0;1882
W7       ;ES;/apis/cloud/statusIndicators/introduction   ;Chrome    ;568;51+  ;F;0;1882
A11      ;SK;/apis/cloud/liveVisualization/specification ;Chrome    ;573;18-30;F;1;1882
A10      ;BR;/                                           ;Chrome    ;466;51+  ;F;0;1882
W7       ;AU;/packages                                   ;Chrome    ;315;31-50;M;1;1882
A11      ;BA;/                                           ;Chrome    ;1307;51+  ;M;0;1882
IOS15_3_1;BH;/                                           ;Chrome    ;138;51+  ;F;0;1882
IOS15_4_1;HU;/                                           ;Chrome    ;173;18-30;F;1;1882
MI10_14  ;GR;/apis/cloud/robot/introduction              ;Chrome    ;1091;31-50;M;1;1882
A12      ;MT;/getting-started                            ;Chrome    ;958;51+  ;F;0;1882
IOS15_3_1;GR;/getting-started                            ;Chrome    ;115;31-50;F;1;1882
IOS15_5  ;BG;/apis/onSite/pGateway/introduction          ;Chrome    ;431;18-30;M;0;1882
MI10_15  ;RU;/                                           ;Chrome    ;297;31-50;M;1;1882
W7       ;NZ;/apis/cloud/robot/specification             ;Chrome    ;230;18-30;M;0;1882
IOS14_7  ;NO;/news                                       ;Chrome    ;245;51+  ;F;0;1882
IOS13_2_3;US;/                                           ;Chrome    ;510;51+  ;M;0;1882
IOS15_4  ;CZ;/apis/cloud/robot/introduction              ;Chrome    ;462;51+  ;F;0;1882
IOS15_3_1;NP;/news                                       ;Chrome    ;71;51+  ;M;1;1882
IOS13_2_3;ES;/apis/onSite/pGateway/specification         ;Chrome    ;436;18-30;M;0;1882
W7       ;RU;/security                                   ;Chrome    ;345;51+  ;M;1;1882
MI10_13  ;UA;/packages                                   ;Chrome    ;680;18-30;M;1;1882
A6       ;RU;/news                                       ;Chrome    ;393;51+  ;M;1;1882
A12      ;BH;/packages                                   ;Chrome    ;619;51+  ;M;1;1882
IOS15_2  ;IR;/packages                                   ;Chrome    ;203;31-50;F;1;1882
IOS14_7  ;EG;/                                           ;Chrome    ;510;31-50;M;0;1882
IOS14_7  ;BA;/apis/onSite/pGateway/specification         ;Chrome    ;265;18-30;F;0;1882
A6       ;CR;/packages                                   ;Chrome    ;322;18-30;M;1;1882
IOS15_6_1;CA;/news                                       ;Chrome    ;181;51+  ;M;0;1882
IOS13_2_3;HU;/apis/onSite/pGateway/specification         ;Chrome    ;568;31-50;M;0;1882
W7       ;UA;/apis/cloud/robot/introduction              ;Chrome    ;390;31-50;F;1;1882
IOS15_3_1;FR;/packages                                   ;Edge      ;339;18-30;M;0;1882
A9       ;AT;/getting-started                            ;Edge      ;1167;31-50;M;1;1882
IOS15_4  ;AT;/apis/cloud/robot/specification             ;Edge      ;618;31-50;F;0;1882
A8_0_0   ;SE;/getting-started                            ;Edge      ;249;18-30;F;1;1882
IOS15_4  ;HK;/getting-started                            ;Edge      ;512;18-30;M;1;1882
A6       ;BR;/getting-started                            ;Edge      ;481;31-50;F;0;1882
IOS13_2_3;NP;/apis/cloud/liveVisualization/specification ;Edge      ;505;18-30;M;1;1882
A9       ;EE;/                                           ;Edge      ;981;31-50;M;0;1882
MI10_15  ;IL;/                                           ;Edge      ;198;51+  ;M;0;1882
IOS15_4  ;VE;/news                                       ;Edge      ;338;31-50;M;1;1882
IOS11_0  ;ZW;/                                           ;Edge      ;255;31-50;M;1;1882
IOS15_4  ;IR;/packages                                   ;Edge      ;599;31-50;F;1;1882
A11      ;NP;/apis/cloud/statusIndicators/specification  ;Edge      ;842;51+  ;M;1;1882
IOS14_6  ;UA;/getting-started                            ;Edge      ;345;31-50;F;1;1882
IOS15_6  ;FI;/apis/cloud/statusIndicators/specification  ;Edge      ;441;31-50;F;1;1882
A12      ;MT;/packages                                   ;Edge      ;358;51+  ;M;1;1882
IOS14_7_1;CR;/sdk/mobile/myport/introduction             ;Edge      ;700;51+  ;M;1;1882
A8_0_0   ;IO;/news                                       ;Edge      ;209;18-30;M;1;1882
W7       ;GE;/getting-started                            ;Edge      ;253;18-30;F;0;1882
IOS15_2  ;AR;/news                                       ;Edge      ;232;18-30;F;0;1882
MI10_13  ;VE;/apis/cloud/robot/specification             ;Edge      ;698;51+  ;F;1;1882
W10      ;VE;/security                                   ;Edge      ;663;18-30;F;0;1882
MI10_14  ;CH;/packages                                   ;Edge      ;317;51+  ;F;1;1882
IOS15_4  ;TR;/apis/cloud/liveVisualization/specification ;Edge      ;581;31-50;M;1;1882
A10      ;EG;/packages                                   ;Edge      ;137;51+  ;M;1;1882
IOS14_6  ;NL;/sdk/mobile/myport/specification            ;Edge      ;347;18-30;M;0;1882
IOS14_7_1;IR;/getting-started                            ;Edge      ;490;31-50;F;1;1882
IOS15_7  ;SI;/packages                                   ;Firefox   ;197;51+  ;M;1;1882
A13      ;TR;/news                                       ;Firefox   ;153;31-50;F;0;1882
W10      ;ZA;/packages                                   ;Firefox   ;495;31-50;F;0;1882
A13      ;BH;/getting-started                            ;Firefox   ;333;51+  ;M;0;1882
IOS16_0  ;PK;/sdk/mobile/myport/specification            ;Firefox   ;607;31-50;M;0;1882
IOS15_2  ;PT;/apis/cloud/liveVisualization/introduction  ;Firefox   ;830;18-30;M;1;1882
MI10_14  ;PE;/                                           ;Firefox   ;245;18-30;F;0;1882
MI10_15  ;MX;/packages                                   ;Firefox   ;284;31-50;F;1;1882
IOS15_3  ;CZ;/news                                       ;Firefox   ;315;51+  ;F;1;1882
IOS15_2  ;SI;/packages                                   ;Firefox   ;388;51+  ;F;0;1882
IOS15_7  ;FR;/security                                   ;Firefox   ;830;51+  ;M;0;1882
IOS13_2_3;EE;/                                           ;Firefox   ;455;31-50;M;1;1882
A8_0_0   ;ZA;/news                                       ;Firefox   ;210;31-50;F;1;1882
A10      ;VN;/packages                                   ;Firefox   ;761;51+  ;M;1;1882
IOS15_2  ;ID;/apis/cloud/statusIndicators/specification  ;Firefox   ;190;51+  ;M;1;1882
A6       ;HR;/                                           ;Firefox   ;529;31-50;F;1;1882
IOS15_3  ;ZW;/packages                                   ;Firefox   ;325;18-30;F;1;1882
IOS15_6  ;LT;/apis/cloud/statusIndicators/introduction   ;Firefox   ;460;51+  ;M;0;1882
IOS14_6  ;VE;/news                                       ;Firefox   ;376;51+  ;M;1;1882
W10      ;IR;/apis/cloud/maintenanceInformation/introduct;Firefox   ;524;51+  ;M;0;1882
IOS15_4  ;MX;/apis/cloud/liveVisualization/introduction  ;Firefox   ;399;18-30;M;1;1882
IOS15_3  ;CZ;/apis/cloud/liveVisualization/introduction  ;Firefox   ;628;18-30;M;0;1882
LX       ;SI;/news                                       ;Firefox   ;140;31-50;M;0;1882
A12      ;NP;/sdk/mobile/myport/introduction             ;Firefox   ;344;51+  ;M;0;1882
IOS11_0  ;NO;/                                           ;Firefox   ;406;18-30;F;0;1882
W8_1     ;VE;/news                                       ;Firefox   ;164;18-30;F;0;1882
IOS14_7_1;CZ;/apis/cloud/liveVisualization/introduction  ;Firefox   ;682;51+  ;M;0;1882
MI10_14  ;RS;/getting-started                            ;Firefox   ;233;51+  ;M;0;1882
A11      ;CA;/apis/cloud/maintenanceInformation/specifica;Firefox   ;542;51+  ;M;0;1882
IOS14_7  ;PE;/news                                       ;Firefox   ;478;51+  ;M;0;1882
IOS15_3  ;EE;/packages                                   ;Firefox   ;482;31-50;F;1;1882
MI10_13  ;HR;/sdk/mobile/myport/introduction             ;Firefox   ;226;51+  ;F;1;1882
A10      ;IT;/getting-started                            ;Opera     ;1295;31-50;M;0;1882
IOS16_0  ;BA;/news                                       ;Opera     ;165;18-30;M;1;1882
IOS15_3  ;FR;/apis/cloud/robot/introduction              ;Opera     ;269;18-30;F;0;1882
MI10_13  ;NZ;/apis/onSite/pGateway/introduction          ;Opera     ;759;18-30;M;1;1882
IOS15_3  ;AE;/sdk/mobile/myport/introduction             ;Opera     ;480;51+  ;M;1;1882
IOS15_7  ;AU;/                                           ;Opera     ;455;31-50;F;0;1882
IOS15_3  ;LT;/packages                                   ;Opera     ;453;51+  ;F;0;1882
A8_0_0   ;ES;/apis/cloud/liveVisualization/specification ;Opera     ;312;51+  ;M;1;1882
IOS15_3_1;GE;/apis/cloud/statusIndicators/introduction   ;Opera     ;477;18-30;F;0;1882
IOS16_0  ;DE;/                                           ;Opera     ;646;31-50;M;0;1882
IOS15_4  ;PK;/getting-started                            ;Opera     ;418;18-30;F;0;1882
IOS14_6  ;PL;/security                                   ;Opera     ;340;51+  ;F;0;1882
W8_1     ;HK;/apis/cloud/maintenanceInformation/specifica;Opera     ;231;51+  ;F;0;1882
A8_0_0   ;PK;/apis/cloud/robot/specification             ;Opera     ;322;51+  ;F;0;1882
IOS15_2  ;NO;/                                           ;Opera     ;1720;31-50;M;1;1882
IOS15_7  ;GR;/                                           ;Opera     ;500;51+  ;M;0;1882
A10      ;DE;/apis/cloud/liveVisualization/specification ;Opera     ;668;18-30;F;0;1882
IOS15_7  ;EE;/getting-started                            ;Opera     ;333;51+  ;M;0;1882
IOS14_7  ;FI;/                                           ;Opera     ;602;31-50;F;0;1882
IOS15_6  ;VN;/apis/cloud/maintenanceInformation/introduct;Opera     ;433;31-50;F;1;1882
A10      ;MY;/apis/cloud/maintenanceInformation/introduct;Opera     ;322;31-50;F;0;1882
A10      ;FR;/apis/cloud/maintenanceInformation/specifica;Opera     ;519;18-30;F;1;1882
A11      ;AU;/getting-started                            ;Opera     ;178;51+  ;F;1;1882
IOS8_3   ;EG;/sdk/mobile/myport/specification            ;Opera     ;164;18-30;F;0;1882
W8_1     ;VN;/sdk/mobile/myport/introduction             ;Opera     ;538;51+  ;M;0;1882
A13      ;DE;/packages                                   ;Opera     ;275;18-30;F;1;1882
A10      ;JP;/apis/cloud/statusIndicators/specification  ;Opera     ;1070;18-30;M;0;1882
A12      ;US;/                                           ;Opera     ;167;31-50;F;1;1882
IOS15_6_1;CR;/news                                       ;Opera     ;742;18-30;F;1;1882
IOS16_0  ;HR;/news                                       ;Opera     ;464;31-50;M;1;1882
IOS14_7_1;JP;/apis/onSite/pGateway/introduction          ;Opera     ;617;51+  ;M;1;1882
IOS15_4_1;GE;/security                                   ;Opera     ;316;31-50;M;0;1882
IOS15_5  ;BE;/sdk/mobile/myport/introduction             ;Opera     ;279;18-30;F;0;1882
A12      ;CR;/apis/onSite/pGateway/specification         ;Opera     ;339;18-30;F;1;1882
MI10_13  ;GR;/getting-started                            ;Opera     ;413;51+  ;M;1;1882
MI10_15  ;ZA;/                                           ;Opera     ;552;51+  ;F;1;1882
A9       ;HU;/news                                       ;Safari    ;783;51+  ;M;0;1882
A13      ;CH;/apis/cloud/statusIndicators/introduction   ;Safari    ;493;51+  ;M;0;1882
IOS15_4_1;DK;/apis/cloud/maintenanceInformation/specifica;Safari    ;501;18-30;F;1;1882
IOS13_2_3;PE;/news                                       ;Safari    ;453;51+  ;F;0;1882
W8_1     ;IR;/packages                                   ;Safari    ;286;31-50;F;1;1882
A8_0_0   ;MA;/packages                                   ;Safari    ;441;51+  ;F;0;1882
IOS15_3_1;HR;/apis/cloud/maintenanceInformation/introduct;Safari    ;305;31-50;F;1;1882
LX       ;CN;/apis/onSite/pGateway/introduction          ;Safari    ;522;51+  ;F;0;1882
IOS15_4  ;BH;/packages                                   ;Safari    ;222;51+  ;F;0;1882
A12      ;FI;/                                           ;Safari    ;394;18-30;M;1;1882
MI10_13  ;RU;/packages                                   ;Safari    ;191;31-50;M;1;1882
A8_0_0   ;CR;/sdk/mobile/myport/specification            ;Safari    ;486;51+  ;M;1;1882
A12      ;DK;/apis/cloud/robot/introduction              ;Safari    ;216;18-30;M;0;1882
W10      ;KR;/                                           ;Safari    ;138;51+  ;F;1;1882
IOS8_3   ;IO;/getting-started                            ;Safari    ;374;18-30;M;1;1882
IOS15_7  ;NL;/security                                   ;Safari    ;496;18-30;F;0;1882
IOS15_6_1;BR;/sdk/mobile/myport/specification            ;Safari    ;620;18-30;F;0;1882
A10      ;MT;/apis/cloud/robot/specification             ;Safari    ;339;18-30;M;0;1882
A8_0_0   ;FR;/packages                                   ;Safari    ;164;31-50;M;1;1882
MI10_13  ;KR;/packages                                   ;Safari    ;804;31-50;F;1;1882
LX       ;AE;/apis/onSite/pGateway/specification         ;Safari    ;595;18-30;F;0;1882
IOS15_2  ;SG;/packages                                   ;Safari    ;304;31-50;F;0;1882
IOS15_5  ;AU;/apis/cloud/statusIndicators/specification  ;Safari    ;336;18-30;F;1;1882
LX       ;KR;/getting-started                            ;Safari    ;486;18-30;M;1;1882
W7       ;GE;/packages                                   ;Safari    ;992;51+  ;M;1;1882
IOS14_7  ;CH;/news                                       ;Safari    ;346;51+  ;F;1;1882
IOS15_6  ;BH;/apis/cloud/statusIndicators/introduction   ;Safari    ;340;18-30;F;1;1882
A8_0_0   ;SE;/                                           ;Safari    ;290;18-30;F;0;1882
MI10_14  ;MX;/                                           ;Safari    ;1181;18-30;F;0;1882
IOS11_0  ;IE;/news                                       ;Safari    ;337;31-50;F;0;1882
IOS15_6_1;MX;/getting-started                            ;Safari    ;304;31-50;M;0;1882
MI10_14  ;PK;/                                           ;Safari    ;462;51+  ;F;1;1882
IOS15_6  ;VN;/apis/cloud/maintenanceInformation/specifica;Safari    ;514;18-30;F;1;1882
IOS15_4_1;TH;/apis/onSite/pGateway/introduction          ;Safari    ;292;31-50;F;0;1882
W8_1     ;CA;/news                                       ;Safari    ;334;51+  ;F;1;1882
IOS13_2_3;VE;/news                                       ;Safari    ;83;31-50;F;1;1882
IOS14_6  ;IR;/                                           ;Safari    ;262;31-50;F;0;1882
IOS15_2  ;PL;/getting-started                            ;Safari    ;80;51+  ;M;1;1882
IOS15_4_1;EG;/apis/onSite/pGateway/introduction          ;Chrome    ;451;31-50;F;1;1883
MI10_14  ;CH;/                                           ;Chrome    ;482;18-30;F;1;1883
A11      ;VN;/getting-started                            ;Chrome    ;420;18-30;M;0;1883
A6       ;RS;/packages                                   ;Chrome    ;161;18-30;M;1;1883
A12      ;SK;/sdk/mobile/myport/introduction             ;Chrome    ;233;18-30;M;0;1883
A9       ;BH;/apis/cloud/statusIndicators/introduction   ;Chrome    ;191;51+  ;M;0;1883
W7       ;CA;/packages                                   ;Chrome    ;284;31-50;F;0;1883
IOS15_5  ;MX;/news                                       ;Chrome    ;911;31-50;M;0;1883
W10      ;TH;/apis/cloud/liveVisualization/introduction  ;Chrome    ;296;31-50;F;0;1883
IOS16_0  ;BH;/sdk/mobile/myport/specification            ;Chrome    ;258;31-50;F;1;1883
A10      ;BR;/packages                                   ;Chrome    ;466;51+  ;F;0;1883
IOS15_3_1;DK;/getting-started                            ;Chrome    ;159;18-30;M;1;1883
A9       ;IO;/apis/cloud/robot/specification             ;Chrome    ;411;18-30;M;1;1883
W8_1     ;BH;/apis/onSite/pGateway/specification         ;Chrome    ;285;51+  ;M;0;1883
IOS14_7  ;NZ;/apis/onSite/pGateway/specification         ;Chrome    ;473;51+  ;F;0;1883
IOS15_5  ;AR;/apis/cloud/robot/specification             ;Chrome    ;527;31-50;M;0;1883
W10      ;CH;/                                           ;Chrome    ;108;18-30;M;0;1883
IOS16_0  ;GR;/news                                       ;Chrome    ;475;51+  ;F;0;1883
IOS15_4  ;FR;/apis/cloud/robot/introduction              ;Chrome    ;1115;31-50;F;0;1883
W8_1     ;CZ;/apis/onSite/pGateway/hardware              ;Chrome    ;369;18-30;F;0;1883
IOS15_5  ;NL;/                                           ;Chrome    ;369;31-50;M;0;1883
MI10_13  ;SK;/cookie-policy                              ;Chrome    ;344;18-30;M;1;1883
A11      ;GB;/sdk/mobile/myport/specification            ;Chrome    ;427;51+  ;F;1;1883
MI10_14  ;IE;/privacy-policy                             ;Chrome    ;136;51+  ;F;1;1883
IOS15_6_1;ID;/getting-started                            ;Chrome    ;752;31-50;F;0;1883
IOS15_3  ;GE;/apis/cloud/robot/specification             ;Chrome    ;297;31-50;F;0;1883
IOS15_4_1;SI;/apis/onSite/pGateway/specification         ;Chrome    ;253;31-50;M;0;1883
A11      ;CA;/                                           ;Chrome    ;468;31-50;F;1;1883
IOS15_7  ;NL;/getting-started                            ;Chrome    ;473;31-50;F;0;1883
IOS15_2  ;DE;/getting-started                            ;Chrome    ;550;18-30;F;1;1883
IOS15_4_1;RS;/packages                                   ;Chrome    ;1173;18-30;F;0;1883
A6       ;IL;/apis/cloud/liveVisualization/specification ;Chrome    ;328;18-30;M;0;1883
A8_0_0   ;MX;/                                           ;Chrome    ;421;51+  ;M;0;1883
A10      ;HU;/getting-started                            ;Chrome    ;288;18-30;F;0;1883
IOS8_3   ;NP;/apis/onSite/pGateway/hardware              ;Edge      ;517;18-30;M;1;1883
A8_1_0   ;HR;/packages                                   ;Edge      ;167;31-50;M;1;1883
LX       ;RO;/apis/cloud/statusIndicators/specification  ;Edge      ;363;18-30;M;1;1883
IOS16_0  ;NO;/                                           ;Edge      ;328;51+  ;M;0;1883
A8_0_0   ;NO;/packages                                   ;Edge      ;286;18-30;M;0;1883
A6       ;BA;/                                           ;Edge      ;102;31-50;M;0;1883
A9       ;BH;/sdk/mobile/myport/introduction             ;Edge      ;157;31-50;F;1;1883
A12      ;SE;/                                           ;Edge      ;138;51+  ;F;1;1883
IOS14_7  ;HU;/legal-notice                               ;Edge      ;749;31-50;M;1;1883
IOS16_0  ;LT;/getting-started                            ;Edge      ;350;31-50;F;0;1883
W8_1     ;EE;/apis/onSite/pGateway/introduction          ;Edge      ;482;18-30;M;1;1883
A11      ;GB;/apis/onSite/pGateway/introduction          ;Edge      ;319;31-50;M;1;1883
IOS16_0  ;LT;/terms-conditions                           ;Edge      ;490;31-50;M;0;1883
IOS15_3  ;GR;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Edge      ;558;18-30;F;1;1883
IOS15_4_1;NZ;/security                                   ;Edge      ;419;18-30;F;0;1883
IOS15_6  ;KR;/apis/cloud/statusIndicators/introduction   ;Edge      ;642;31-50;M;1;1883
A11      ;PL;/apis/cloud/liveVisualization/specification ;Edge      ;313;18-30;F;1;1883
W7       ;MA;/packages                                   ;Edge      ;334;18-30;M;1;1883
MI10_13  ;GE;/apis/onSite/pGateway/specification         ;Edge      ;380;51+  ;M;0;1883
MI10_13  ;NZ;/apis/cloud/robot/specification             ;Edge      ;571;18-30;M;1;1883
A11      ;NP;/apis/cloud/robot/introduction              ;Edge      ;812;51+  ;M;1;1883
W8_1     ;PE;/                                           ;Edge      ;446;51+  ;F;1;1883
A13      ;BA;/packages                                   ;Edge      ;369;51+  ;F;1;1883
A12      ;MX;/security                                   ;Edge      ;449;31-50;M;1;1883
W8_1     ;CN;/apis/cloud/statusIndicators/specification  ;Edge      ;339;51+  ;F;1;1883
LX       ;ZA;/apis/cloud/liveVisualization/specification ;Edge      ;387;31-50;M;1;1883
IOS14_7_1;HU;/packages                                   ;Edge      ;465;31-50;F;0;1883
A9       ;PT;/                                           ;Edge      ;589;18-30;F;1;1883
IOS15_6  ;FI;/apis/cloud/maintenanceInformation/specifica;Edge      ;441;31-50;F;1;1883
W7       ;AR;/apis/cloud/statusIndicators/introduction   ;Edge      ;312;51+  ;M;1;1883
IOS15_4  ;NL;/cookie-policy                              ;Edge      ;250;18-30;M;0;1883
W8_1     ;AU;/apis/onSite/pGateway/specification         ;Edge      ;698;18-30;F;0;1883
A11      ;VN;/packages                                   ;Edge      ;207;51+  ;F;0;1883
IOS15_5  ;RS;/news                                       ;Edge      ;657;51+  ;M;1;1883
IOS15_5  ;RS;/packages                                   ;Edge      ;657;51+  ;M;1;1883
IOS15_4_1;GB;/apis/onSite/pGateway/specification         ;Edge      ;689;31-50;F;0;1883
A6       ;IT;/                                           ;Edge      ;497;31-50;F;0;1883
IOS14_7  ;CN;/news                                       ;Edge      ;740;31-50;F;0;1883
IOS15_6_1;UA;/packages                                   ;Edge      ;623;51+  ;F;0;1883
IOS8_3   ;DK;/apis/onSite/pGateway/specification         ;Edge      ;396;31-50;M;1;1883
IOS14_7_1;AE;/                                           ;Edge      ;511;18-30;F;1;1883
MI10_13  ;HK;/apis/cloud/statusIndicators/specification  ;Edge      ;744;31-50;M;1;1883
IOS15_3  ;JP;/apis/onSite/pGateway/introduction          ;Edge      ;344;31-50;M;1;1883
A8_1_0   ;AT;/                                           ;Edge      ;259;31-50;F;0;1883
IOS15_2  ;IL;/security                                   ;Edge      ;237;31-50;F;1;1883
A6       ;NL;/apis/onSite/pGateway/hardware              ;Edge      ;379;31-50;M;1;1883
MI10_14  ;AU;/apis/cloud/statusIndicators/specification  ;Edge      ;298;31-50;F;0;1883
A11      ;NZ;/news                                       ;Edge      ;538;31-50;M;1;1883
A9       ;BR;/apis/cloud/maintenanceInformation/introduct;Edge      ;327;18-30;M;1;1883
MI10_15  ;IR;/news                                       ;Firefox   ;400;18-30;M;0;1883
MI10_15  ;JP;/                                           ;Firefox   ;437;18-30;M;0;1883
A11      ;EG;/apis/onSite/pGateway/security              ;Firefox   ;417;51+  ;M;0;1883
